article_id,url,title,section,in_training,word_count,dominant_topic,dominant_topic_prob,topic_0_prob,topic_1_prob,topic_2_prob,topic_3_prob,topic_4_prob,topic_5_prob,topic_6_prob,topic_7_prob,topic_8_prob,topic_9_prob,topic_10_prob,topic_11_prob,topic_12_prob,topic_13_prob,topic_14_prob
australia-news/2023/jul/07/how-the-coalition-collaborated-with-friendly-media-to-silence-robodebt-victims,https://www.theguardian.com/australia-news/2023/jul/07/how-the-coalition-collaborated-with-friendly-media-to-silence-robodebt-victims,How the Coalition collaborated with ‘friendly media’ to silence robodebt victims,Australia news,yes,1220,2,0.6575,0.0001,0.0,0.6575,0.0001,0.0001,0.0001,0.0001,0.0001,0.2582,0.0001,0.0001,0.0001,0.0001,0.0001,0.0834
australia-news/article/2024/may/08/home-affairs-savaged-by-australian-audit-office-for-poor-oversight-of-dodgy-migration-agents,https://www.theguardian.com/australia-news/article/2024/may/08/home-affairs-savaged-by-australian-audit-office-for-poor-oversight-of-dodgy-migration-agents,Home affairs savaged by Australian audit office for poor oversight of dodgy migration agents,Australia news,yes,811,8,0.9539,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.9539,0.0001,0.0001,0.0001,0.0001,0.0448,0.0001
uk-news/2024/feb/23/community-capital-ownerless-scottish-properties-to-be-offered-to-local-schemes,https://www.theguardian.com/uk-news/2024/feb/23/community-capital-ownerless-scottish-properties-to-be-offered-to-local-schemes,Ownerless Scottish properties to be handed to local communities,UK news,yes,755,10,0.3435,0.3148,0.0001,0.0001,0.0158,0.0001,0.0001,0.0548,0.0001,0.0464,0.0001,0.3435,0.2238,0.0001,0.0002,0.0001
australia-news/2024/apr/18/sydney-church-stabbing-social-media-posts-facebook-taken-down-nsw-premier-chris-minns-ntwnfb,https://www.theguardian.com/australia-news/2024/apr/18/sydney-church-stabbing-social-media-posts-facebook-taken-down-nsw-premier-chris-minns-ntwnfb,Sydney church stabbing: social media pages ‘infamous’ for spreading misinformation taken down,Australia news,yes,829,2,0.3648,0.3102,0.0631,0.3648,0.0002,0.0001,0.0001,0.0002,0.0492,0.0001,0.0001,0.0001,0.0001,0.0001,0.2118,0.0001
politics/2023/oct/07/labour-vows-to-double-number-of-scanners-in-hospitals-in-england,https://www.theguardian.com/politics/2023/oct/07/labour-vows-to-double-number-of-scanners-in-hospitals-in-england,Labour vows to double number of scanners in hospitals in England,Politics,yes,512,6,0.6273,0.0002,0.0001,0.0002,0.0843,0.0001,0.0001,0.6273,0.0001,0.0002,0.2266,0.0601,0.0002,0.0001,0.0002,0.0001
society/article/2024/sep/09/marias-niece-sought-a-dvo-her-ex-partner-bought-an-axe-ntwnfb,https://www.theguardian.com/society/article/2024/sep/09/marias-niece-sought-a-dvo-her-ex-partner-bought-an-axe-ntwnfb,Maria’s niece sought a DVO to protect her. Her ex-partner went out and bought an axe,Society,yes,2929,13,0.9143,0.0,0.0,0.0,0.0853,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.9143,0.0
us-news/2024/oct/02/middle-east-hurricane-helene-dockworker-strikes-kamala-harris,https://www.theguardian.com/us-news/2024/oct/02/middle-east-hurricane-helene-dockworker-strikes-kamala-harris,"Harris faces triple trouble, even before October’s inevitable surprises",US news,yes,993,1,0.4544,0.0001,0.4544,0.0001,0.0002,0.0001,0.4182,0.0803,0.0461,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
politics/article/2024/jun/04/election-edition-itv-leaders-debate-sunak-starmer,https://www.theguardian.com/politics/article/2024/jun/04/election-edition-itv-leaders-debate-sunak-starmer,"Campaign catchup: Debate looming, Farage soaking, Whitby Woman rebelling",Politics,yes,1391,6,0.717,0.1862,0.0,0.0788,0.0174,0.0001,0.0001,0.717,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001
world/2023/sep/24/political-outsider-stefanos-kasselakis-wins-race-to-lead-greeces-syriza,https://www.theguardian.com/world/2023/sep/24/political-outsider-stefanos-kasselakis-wins-race-to-lead-greeces-syriza,Political outsider Stefanos Kasselakis wins race to lead Greece’s Syriza,World news,yes,659,0,0.4654,0.4654,0.0964,0.0001,0.0002,0.0001,0.0001,0.4366,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001
us-news/2025/jul/26/elon-musk-tesla-diner-hollywood,https://www.theguardian.com/us-news/2025/jul/26/elon-musk-tesla-diner-hollywood,Elon Musk opened a diner in Hollywood. What could go wrong? I went to find out,US news,yes,1806,0,0.4543,0.4543,0.0183,0.0001,0.0001,0.0,0.4066,0.0001,0.0,0.0001,0.0001,0.1202,0.0001,0.0,0.0001,0.0
business/2023/jun/27/mobile-and-broadband-firms-accused-of-fuelling-uk-greedflation-with-major-price-hikes,https://www.theguardian.com/business/2023/jun/27/mobile-and-broadband-firms-accused-of-fuelling-uk-greedflation-with-major-price-hikes,Mobile and broadband firms accused of fuelling UK ‘greedflation’ with major price hikes,Business,yes,1016,6,0.6067,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.6067,0.0001,0.0001,0.0001,0.3923,0.0001,0.0001,0.0001,0.0001
us-news/2024/oct/08/shasta-county-elections-redding-far-right-voting-covid,https://www.theguardian.com/us-news/2024/oct/08/shasta-county-elections-redding-far-right-voting-covid,Extremist politics divided this conservative California community. What will it take to turn the tide?,US news,yes,1632,1,0.3547,0.1641,0.3547,0.0313,0.0472,0.1549,0.0,0.0829,0.0,0.0001,0.0001,0.01,0.0001,0.0316,0.0001,0.1229
world/2025/jan/08/wednesday-briefing-what-elon-musks-focus-on-grooming-gangs-reveals-about-alt-right-online-discourse,https://www.theguardian.com/world/2025/jan/08/wednesday-briefing-what-elon-musks-focus-on-grooming-gangs-reveals-about-alt-right-online-discourse,Wednesday briefing: What Elon Musk’s focus on grooming gangs reveals about alt-right online discourse,World news,yes,2670,0,0.3327,0.3327,0.104,0.0889,0.0001,0.0,0.0065,0.2624,0.0,0.0,0.0133,0.0,0.0,0.0,0.192,0.0
society/2024/nov/28/im-emotionally-ruined-mps-left-bitterly-divided-over-assisted-dying-bill,https://www.theguardian.com/society/2024/nov/28/im-emotionally-ruined-mps-left-bitterly-divided-over-assisted-dying-bill,"‘I’m emotionally ruined’: MPs bitterly divided over assisted dying, with Starmer appalled by ministers’ comments",Society,yes,1699,6,0.4513,0.0001,0.0,0.0177,0.0619,0.0,0.0,0.4513,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.3745,0.0941
business/2022/dec/02/half-a-million-vulnerable-households-miss-out-on-help-with-energy-bills,https://www.theguardian.com/business/2022/dec/02/half-a-million-vulnerable-households-miss-out-on-help-with-energy-bills,Half a million vulnerable households miss out on help with energy bills,Business,yes,1111,10,0.7218,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.1086,0.0001,0.0001,0.0001,0.7218,0.0001,0.0001,0.0001,0.1686
society/2023/nov/01/pig-heart-transplant-faucette-dies,https://www.theguardian.com/society/2023/nov/01/pig-heart-transplant-faucette-dies,World’s second human recipient of pig heart dies six weeks after operation,Society,yes,497,9,0.7661,0.1639,0.0001,0.0002,0.0456,0.0001,0.0001,0.0003,0.0226,0.0002,0.7661,0.0001,0.0002,0.0001,0.0002,0.0001
world/2025/mar/06/thursday-briefing-what-a-new-report-reveals-about-the-mothers-being-killed-by-their-sons,https://www.theguardian.com/world/2025/mar/06/thursday-briefing-what-a-new-report-reveals-about-the-mothers-being-killed-by-their-sons,Thursday briefing: What a new report reveals about the mothers being killed by their sons,World news,yes,2427,13,0.2518,0.0,0.0137,0.1595,0.1852,0.0,0.2211,0.1462,0.0,0.0,0.0223,0.0,0.0,0.0,0.2518,0.0
news/2025/jan/09/victor-pelevin-the-mysterious-novelist-who-foresaw-putins-russia-and-then-came-to-symbolise-its-moral-decay,https://www.theguardian.com/news/2025/jan/09/victor-pelevin-the-mysterious-novelist-who-foresaw-putins-russia-and-then-came-to-symbolise-its-moral-decay,The mysterious novelist who foresaw Putin’s Russia – and then came to symbolise its moral decay,News,yes,5061,5,0.4384,0.3824,0.0,0.1273,0.0516,0.0,0.4384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
media/2023/may/19/death-of-masterchef-judge-jock-zonfrillo-sparks-frenzy-of-tabloid-intrusion,https://www.theguardian.com/media/2023/may/19/death-of-masterchef-judge-jock-zonfrillo-sparks-frenzy-of-tabloid-intrusion,Death of MasterChef judge Jock Zonfrillo sparks frenzy of tabloid intrusion | Weekly Beast,Media,yes,1276,2,0.7362,0.0001,0.0,0.7362,0.0001,0.0001,0.1629,0.0001,0.0001,0.0001,0.0001,0.0001,0.0688,0.0,0.0313,0.0001
us-news/2024/apr/21/trump-vp-pick-shortlist,https://www.theguardian.com/us-news/2024/apr/21/trump-vp-pick-shortlist,Who will Trump pick as his 2024 running mate? A VP shortlist,US news,yes,1389,1,0.9556,0.0436,0.9556,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0
environment/2024/mar/02/wwf-shelved-report-exposing-river-wye-pollution-to-keep-tesco-happy,https://www.theguardian.com/environment/2024/mar/02/wwf-shelved-report-exposing-river-wye-pollution-to-keep-tesco-happy,WWF shelved report exposing River Wye pollution ‘to keep Tesco happy’,Environment,yes,810,11,0.7958,0.0001,0.0001,0.0001,0.0002,0.2027,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.7958,0.0001,0.0001,0.0001
australia-news/2024/apr/26/leave-politics-to-the-politicians-why-rural-queensland-is-a-hotbed-of-renewable-energy,https://www.theguardian.com/australia-news/2024/apr/26/leave-politics-to-the-politicians-why-rural-queensland-is-a-hotbed-of-renewable-energy,‘Leave politics to the politicians’: why rural Queensland is a hotbed of renewable energy,Australia news,yes,1180,11,0.6604,0.0001,0.0,0.2329,0.0001,0.0001,0.0001,0.0001,0.0001,0.0455,0.0001,0.0604,0.6604,0.0,0.0001,0.0001
media/2023/mar/03/the-australian-finds-super-victims-among-sydneys-well-heeled-or-is-it-satire,https://www.theguardian.com/media/2023/mar/03/the-australian-finds-super-victims-among-sydneys-well-heeled-or-is-it-satire,The Australian finds super ‘victims’ among Sydney’s well-heeled – or is it satire? | Weekly Beast,Media,yes,1103,2,0.8,0.0628,0.0001,0.8,0.0001,0.0001,0.0001,0.1362,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
australia-news/2023/jan/31/alan-tudge-former-adviser-rachelle-miller-robodebt-royal-commission,https://www.theguardian.com/australia-news/2023/jan/31/alan-tudge-former-adviser-rachelle-miller-robodebt-royal-commission,"Alan Tudge’s adviser placed stories in ‘friendly media’ to ‘shut down’ robodebt scandal, royal commission told",Australia news,yes,798,2,0.9183,0.0001,0.0001,0.9183,0.0002,0.0001,0.0001,0.0002,0.0001,0.0803,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
australia-news/2023/dec/06/as-the-political-clock-ticks-relentlessly-there-is-little-time-for-substance-over-optics-in-parliament,https://www.theguardian.com/australia-news/2023/dec/06/as-the-political-clock-ticks-relentlessly-there-is-little-time-for-substance-over-optics-in-parliament,"As the political clock ticks relentlessly, there is little time for substance over optics in parliament | Katharine Murphy",Australia news,yes,1184,2,0.2784,0.0428,0.0001,0.2784,0.0001,0.0001,0.0001,0.2117,0.0001,0.1947,0.0474,0.0001,0.0001,0.0001,0.2244,0.0001
environment/2023/jun/22/you-notice-how-full-of-life-it-is-how-looe-island-became-a-wildlife-success-story-aoe,https://www.theguardian.com/environment/2023/jun/22/you-notice-how-full-of-life-it-is-how-looe-island-became-a-wildlife-success-story-aoe,Just two people – but millions of inhabitants: the tiny Cornish island where nature is thriving,Environment,yes,1335,12,0.6494,0.0407,0.0,0.0001,0.0001,0.1005,0.0359,0.0001,0.0001,0.0001,0.0001,0.0001,0.1727,0.6494,0.0001,0.0001
australia-news/2023/apr/22/influence-ibac-and-violence-in-hospitals-the-many-problems-uncovered-by-the-investigation-into-a-victorian-union-contract,https://www.theguardian.com/australia-news/2023/apr/22/influence-ibac-and-violence-in-hospitals-the-many-problems-uncovered-by-the-investigation-into-a-victorian-union-contract,"Influence, Ibac and violence in hospitals: the many problems uncovered by the investigation into a Victorian union contract",Australia news,yes,1128,8,0.4064,0.0001,0.0001,0.035,0.3464,0.0001,0.0001,0.0001,0.0001,0.4064,0.0643,0.0001,0.0001,0.0001,0.1472,0.0001
us-news/2024/mar/01/impropriety-fani-willis-trump-trial,https://www.theguardian.com/us-news/2024/mar/01/impropriety-fani-willis-trump-trial,Is appearance of impropriety enough to oust Fani Willis from Trump case?,US news,yes,832,1,0.2642,0.0001,0.2642,0.1481,0.0002,0.0001,0.2096,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.2623,0.1145
global-development/2023/dec/01/gender-equality-goals-under-threat-in-climate-crisis-hit-countries-says-un,https://www.theguardian.com/global-development/2023/dec/01/gender-equality-goals-under-threat-in-climate-crisis-hit-countries-says-un,"Gender equality goals under threat in climate crisis-hit countries, says UN",Global development,yes,427,11,0.3416,0.0002,0.0001,0.0002,0.244,0.0002,0.1515,0.0003,0.0001,0.0002,0.0002,0.0002,0.3416,0.1419,0.1192,0.0001
society/2023/apr/13/ae-staff-in-england-struggling-to-spot-abuse-cases-in-infants-says-watchdog,https://www.theguardian.com/society/2023/apr/13/ae-staff-in-england-struggling-to-spot-abuse-cases-in-infants-says-watchdog,"A&E staff in England struggling to spot abuse cases in infants, says watchdog",Society,yes,558,3,0.6666,0.0001,0.0001,0.0001,0.6666,0.0001,0.0001,0.0003,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.3316,0.0001
global-development/article/2024/aug/01/brazil-led-the-way-now-the-uk-should-get-behind-the-assault-on-hunger-and-poverty,https://www.theguardian.com/global-development/article/2024/aug/01/brazil-led-the-way-now-the-uk-should-get-behind-the-assault-on-hunger-and-poverty,"Brazil led the way, now the UK should get behind the assault on hunger and poverty | Kevin Watkins",Global development,yes,1019,6,0.3912,0.0001,0.0001,0.0001,0.0546,0.0001,0.2743,0.3912,0.0001,0.0001,0.0001,0.0001,0.2791,0.0001,0.0001,0.0001
uk-news/2024/jan/12/20-year-quest-reveal-post-office-it-scandal-horizon,https://www.theguardian.com/uk-news/2024/jan/12/20-year-quest-reveal-post-office-it-scandal-horizon,"‘Systemically, seriously wrong’: the 20-year quest to reveal Post Office IT scandal",UK news,yes,1651,7,0.5531,0.0001,0.0,0.0223,0.0001,0.0001,0.0001,0.0001,0.5531,0.0001,0.0001,0.0001,0.0001,0.0,0.2139,0.2098
education/2023/apr/18/sunaks-maths-to-18-plan-misguided-says-man-asked-to-promote-it,https://www.theguardian.com/education/2023/apr/18/sunaks-maths-to-18-plan-misguided-says-man-asked-to-promote-it,"Sunak’s maths to 18 plan ‘misguided’, says man asked to promote it",Education,yes,503,6,0.4588,0.1597,0.0001,0.0001,0.3798,0.0001,0.0001,0.4588,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001
society/2023/apr/30/uk-households-missing-out-on-19bn-a-year-in-unclaimed-welfare-benefits,https://www.theguardian.com/society/2023/apr/30/uk-households-missing-out-on-19bn-a-year-in-unclaimed-welfare-benefits,UK households missing out on £19bn a year in unclaimed welfare benefits,Society,yes,1286,14,0.4461,0.0143,0.0,0.0001,0.3206,0.0001,0.0001,0.0803,0.0001,0.0001,0.0001,0.138,0.0001,0.0,0.0001,0.4461
inequality/2024/jan/08/england-deaths-inequality-poverty-austerity-covid-study-public-health,https://www.theguardian.com/inequality/2024/jan/08/england-deaths-inequality-poverty-austerity-covid-study-public-health,Health inequalities ‘caused 1m early deaths in England in last decade’,Inequality,yes,979,3,0.8862,0.0001,0.0001,0.0001,0.8862,0.0001,0.0001,0.1128,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
australia-news/2024/feb/11/newington-college-co-education-change-anger-details,https://www.theguardian.com/australia-news/2024/feb/11/newington-college-co-education-change-anger-details,Does single-sex education really provide better outcomes for students?,Australia news,yes,1098,3,0.7161,0.1246,0.0,0.0499,0.7161,0.1086,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001
politics/article/2024/jul/02/election-edition-,https://www.theguardian.com/politics/article/2024/jul/02/election-edition-,"Campaign catchup: Letters from the future, five Ed Stones, and a massive McDonald’s",Politics,yes,2230,6,0.9299,0.0,0.0239,0.0457,0.0001,0.0,0.0,0.9299,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0
australia-news/2022/aug/17/nsw-government-to-create-a-new-reconstruction-authority-in-response-to-flood-report,https://www.theguardian.com/australia-news/2022/aug/17/nsw-government-to-create-a-new-reconstruction-authority-in-response-to-flood-report,NSW government to create a new reconstruction authority in response to flood report,Australia news,yes,646,11,0.3065,0.0001,0.0001,0.0001,0.0003,0.08,0.0567,0.0003,0.0001,0.152,0.0002,0.1506,0.3065,0.1147,0.1382,0.0001
environment/2022/mar/23/australias-carbon-credit-scheme-largely-a-sham-says-whistleblower-who-tried-to-rein-it-in,https://www.theguardian.com/environment/2022/mar/23/australias-carbon-credit-scheme-largely-a-sham-says-whistleblower-who-tried-to-rein-it-in,"Australia’s carbon credit scheme ‘largely a sham’, says whistleblower who tried to rein it in",Environment,yes,1468,11,0.8916,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.1076,0.0001,0.0,0.8916,0.0,0.0001,0.0
australia-news/article/2024/jul/15/queensland-youth-crime-crackdown-watch-house-detention-system-law-changes-ntwnfb,https://www.theguardian.com/australia-news/article/2024/jul/15/queensland-youth-crime-crackdown-watch-house-detention-system-law-changes-ntwnfb,How Queensland’s youth crime crackdown is forcing vulnerable kids into ‘brutal’ detention system,Australia news,yes,1220,13,0.9991,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.9991,0.0001
news/2022/jul/15/the-uber-files-australia-launched-operated-illegally-document-leak,https://www.theguardian.com/news/2022/jul/15/the-uber-files-australia-launched-operated-illegally-document-leak,"The Uber files: firm knew it launched illegally in Australia, then leaned on governments to change the law",News,yes,1640,8,0.4796,0.0,0.0,0.4254,0.0001,0.0,0.0,0.0001,0.0,0.4796,0.0001,0.0943,0.0001,0.0,0.0001,0.0
world/2024/feb/12/first-edition-falling-birthrates,https://www.theguardian.com/world/2024/feb/12/first-edition-falling-birthrates,"Monday briefing: From the UK to South Korea, why people are having fewer babies",World news,yes,2347,0,0.4652,0.4652,0.0646,0.0,0.073,0.0,0.1342,0.2626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
